"Pathway","Group_ref","Group_test","Comparison","Mean_ref","Mean_test","Median_ref","Median_test","Prevalence_ref","Prevalence_test","Mean_difference","Log2FC","P_value","FDR","Pathway_ID","Description","Direction","NegLog10P","NegLog10FDR"
"""PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type""","ITM","OTM2","OTM2 vs ITM",4.84950146666667e-05,1.78617686666667e-05,4.817135e-05,1.508925e-05,30,29,-3.0633246e-05,-1.44095639972576,7.04298006785359e-07,2.67633242578436e-05,"""PWY-7117","C4 photosynthetic carbon assimilation cycle, PEPCK type""","Enriched in ITM",6.15224354069094,4.57245994407413
"PWY0-1297: superpathway of purine deoxyribonucleosides degradation","ITM","OTM2","OTM2 vs ITM",8.42250323333333e-05,2.09314183333333e-05,7.343795e-05,1.338525e-05,30,30,-6.3293614e-05,-2.00857382429166,9.53320851128169e-07,2.89809538742963e-05,"PWY0-1297","superpathway of purine deoxyribonucleosides degradation","Enriched in ITM",6.020760907942,4.53788732433324
"PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation","ITM","OTM2","OTM2 vs ITM",2.90890166666667e-05,1.36358893333333e-05,3.10235e-05,1.131685e-05,30,30,-1.54531273333333e-05,-1.09306011151844,8.84109491732822e-07,2.89809538742963e-05,"PWY0-1298","superpathway of pyrimidine deoxyribonucleosides degradation","Enriched in ITM",6.05349394685258,4.53788732433324
"P161-PWY: acetylene degradation (anaerobic)","ITM","OTM2","OTM2 vs ITM",4.77763023333333e-05,1.17756526666667e-05,3.950645e-05,7.891e-06,30,30,-3.60006496666667e-05,-2.02047894480056,1.19368010017254e-06,3.29889773138592e-05,"P161-PWY","acetylene degradation (anaerobic)","Enriched in ITM",5.923112046192,4.48163114774147
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","ITM","OTM2","OTM2 vs ITM",3.21407196666667e-05,1.5672049e-05,2.94378e-05,1.46599e-05,30,30,-1.64686706666667e-05,-1.03620370267228,2.00229270152938e-06,5.03712599497696e-05,"PWY0-1586","peptidoglycan maturation (meso-diaminopimelate containing)","Enriched in ITM",5.69847243566424,4.29781718588263
"""PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type""","ITM","OTM2","OTM2 vs ITM",4.86717666666667e-05,2.40781966666667e-05,4.98608e-05,2.146375e-05,30,30,-2.459357e-05,-1.01535476862821,2.15403414258883e-06,5.03712599497696e-05,"""PWY-7115","C4 photosynthetic carbon assimilation cycle, NAD-ME type""","Enriched in ITM",5.66674741718455,4.29781718588263
"P122-PWY: heterolactic fermentation","ITM","OTM2","OTM2 vs ITM",8.64526333333333e-06,1.96248846666667e-06,8.36629e-06,1.331965e-06,28,24,-6.68277486666667e-06,-2.13916890924506,2.60744832363441e-06,5.66188778846328e-05,"P122-PWY","heterolactic fermentation","Enriched in ITM",5.58378428998976,4.24703874205924
"RUMP-PWY: formaldehyde oxidation I","ITM","OTM2","OTM2 vs ITM",7.47185453333333e-06,1.98976803333333e-06,5.95681e-06,1.44889e-06,28,26,-5.4820865e-06,-1.90881292090126,5.4049410209095e-06,8.30228995042605e-05,"RUMP-PWY","formaldehyde oxidation I","Enriched in ITM",5.26720904073626,4.08080210332667
"PWY-8004: Entner-Doudoroff pathway I","ITM","OTM2","OTM2 vs ITM",1.27180636666667e-05,3.48216703333333e-06,1.10776e-05,2.60678e-06,28,29,-9.23589663333333e-06,-1.86879163609704,5.45548320923212e-06,8.30228995042605e-05,"PWY-8004","Entner-Doudoroff pathway I","Enriched in ITM",5.26316677654969,4.08080210332667
"PWY-5189: tetrapyrrole biosynthesis II (from glycine)","ITM","OTM2","OTM2 vs ITM",5.394941e-06,2.32316363333333e-06,4.77151e-06,2.579935e-06,30,27,-3.07177736666667e-06,-1.21548104974703,5.08503036592324e-06,8.30228995042605e-05,"PWY-5189","tetrapyrrole biosynthesis II (from glycine)","Enriched in ITM",5.29370644928725,4.08080210332667
"PWY-6895: superpathway of thiamine diphosphate biosynthesis II","ITM","OTM2","OTM2 vs ITM",1.8687355e-05,8.62457866666667e-06,1.842935e-05,6.41766e-06,30,27,-1.00627763333333e-05,-1.11552749347096,5.08503036592324e-06,8.30228995042605e-05,"PWY-6895","superpathway of thiamine diphosphate biosynthesis II","Enriched in ITM",5.29370644928725,4.08080210332667
"UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I","ITM","OTM2","OTM2 vs ITM",0.000136466826666667,6.60065066666667e-05,0.0001119165,5.996915e-05,30,30,-7.046032e-05,-1.04786901271231,5.4620328621224e-06,8.30228995042605e-05,"UDPNAGSYN-PWY","UDP-N-acetyl-D-glucosamine biosynthesis I","Enriched in ITM",5.26264569127144,4.08080210332667
"ANAEROFRUCAT-PWY: homolactic fermentation","ITM","OTM2","OTM2 vs ITM",0.000154456673333333,9.07461533333333e-05,0.000139669,8.54948e-05,30,30,-6.371052e-05,-0.767293153816755,4.11775641582192e-06,8.30228995042605e-05,"ANAEROFRUCAT-PWY","homolactic fermentation","Enriched in ITM",5.38533934746866,4.08080210332667
"PWY-6902: chitin degradation II (Vibrio)","ITM","OTM2","OTM2 vs ITM",2.0556726e-06,2.852867e-07,1.23445e-06,0,24,9,-1.7703859e-06,-2.84869068219343,7.14628408616823e-06,9.14638463864235e-05,"PWY-6902","chitin degradation II (Vibrio)","Enriched in ITM",5.1459197232857,4.03875053891342
"GLYCOLYSIS-E-D: superpathway of glycolysis and the Entner-Doudoroff pathway","ITM","OTM2","OTM2 vs ITM",1.70346773333333e-05,4.77416263333333e-06,1.453135e-05,3.492675e-06,28,29,-1.22605147e-05,-1.83513325294361,6.72828589084118e-06,9.14638463864235e-05,"GLYCOLYSIS-E-D","superpathway of glycolysis and the Entner-Doudoroff pathway","Enriched in ITM",5.17209556325996,4.03875053891342
"SO4ASSIM-PWY: assimilatory sulfate reduction I","ITM","OTM2","OTM2 vs ITM",4.34063433333333e-06,2.58684353333333e-06,4.013875e-06,2.47953e-06,30,30,-1.7537908e-06,-0.746690563941462,7.22082997787554e-06,9.14638463864235e-05,"SO4ASSIM-PWY","assimilatory sulfate reduction I","Enriched in ITM",5.14141288081056,4.03875053891342
"PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)","ITM","OTM2","OTM2 vs ITM",1.13024716666667e-05,6.78624133333333e-06,1.053505e-05,6.63974e-06,30,30,-4.51623033333333e-06,-0.735945165067157,6.73621289312261e-06,9.14638463864235e-05,"PWY-5345","superpathway of L-methionine biosynthesis (by sulfhydrylation)","Enriched in ITM",5.17158419572941,4.03875053891342
"PWY-5913: partial TCA cycle (obligate autotrophs)","ITM","OTM2","OTM2 vs ITM",4.85261073333333e-05,1.92023804e-05,4.603085e-05,1.189065e-05,30,30,-2.93237269333333e-05,-1.33747143060239,7.73868568857663e-06,9.41024179730918e-05,"PWY-5913","partial TCA cycle (obligate autotrophs)","Enriched in ITM",5.11133279211648,4.02639921717976
"PWY0-1479: tRNA processing","ITM","OTM2","OTM2 vs ITM",1.13842256666667e-05,2.01676963333333e-06,7.005295e-06,9.32513e-07,27,16,-9.36745603333333e-06,-2.49685909916572,9.2441459052091e-06,9.97323146763324e-05,"PWY0-1479","tRNA processing","Enriched in ITM",5.03413320844097,4.00116410134984
"DAPLYSINESYN-PWY: L-lysine biosynthesis I","ITM","OTM2","OTM2 vs ITM",3.25814933333333e-05,1.7977922e-05,3.16522e-05,1.67993e-05,30,30,-1.46035713333333e-05,-0.857822857893263,9.51393791320276e-06,9.97323146763324e-05,"DAPLYSINESYN-PWY","L-lysine biosynthesis I","Enriched in ITM",5.02163968705963,4.00116410134984
"PWY-7111: pyruvate fermentation to isobutanol (engineered)","ITM","OTM2","OTM2 vs ITM",0.00014110868,7.906398e-05,0.000115775,7.608305e-05,30,30,-6.20447e-05,-0.835713446767672,8.88287979083056e-06,9.97323146763324e-05,"PWY-7111","pyruvate fermentation to isobutanol (engineered)","Enriched in ITM",5.05144621501951,4.00116410134984
"SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis","ITM","OTM2","OTM2 vs ITM",9.228907e-06,5.623959e-06,8.57427e-06,5.427845e-06,30,30,-3.604948e-06,-0.714563699378386,8.88287979083056e-06,9.97323146763324e-05,"SULFATE-CYS-PWY","superpathway of sulfate assimilation and cysteine biosynthesis","Enriched in ITM",5.05144621501951,4.00116410134984
"PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV","ITM","OTM2","OTM2 vs ITM",0.00010082266,6.48826666666667e-05,0.000100672,6.17951e-05,30,30,-3.59399933333333e-05,-0.635914109495003,1.24932420981477e-05,0.000126598186594563,"PWY-7198","pyrimidine deoxyribonucleotides de novo biosynthesis IV","Enriched in ITM",4.903324844042,3.89757251515291
"OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)","ITM","OTM2","OTM2 vs ITM",0.000170158583333333,0.00010181135,0.0001508065,9.474875e-05,30,30,-6.83472333333333e-05,-0.740980955008962,1.63505720817052e-05,0.000160341093962528,"OANTIGEN-PWY","O-antigen building blocks biosynthesis (E. coli)","Enriched in ITM",4.78646704743298,3.7949551576585
"PWY-1042: glycolysis IV","ITM","OTM2","OTM2 vs ITM",0.000510226466666667,0.000548208633333333,0.0005123335,0.0005497225,30,30,3.79821666666667e-05,0.103587291769614,1.86816777705281e-05,0.000177475938820017,"PWY-1042","glycolysis IV","Enriched in OTM2",4.72858412308655,3.7508605177977
"PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)","ITM","OTM2","OTM2 vs ITM",5.84169266666667e-06,3.1402327e-06,5.786075e-06,3.355335e-06,29,25,-2.70145996666667e-06,-0.895493743455877,2.18403590261603e-05,0.000201196034665235,"PWY-821","superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)","Enriched in ITM",4.6607402266908,3.69638058295994
"PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle)","ITM","OTM2","OTM2 vs ITM",5.24902666666667e-06,7.27374033333333e-07,2.834555e-06,0,24,12,-4.52165263333333e-06,-2.85110975355805,2.38803622329038e-05,0.000205428984761299,"PYRIDNUCSAL-PWY","NAD salvage pathway I (PNC VI cycle)","Enriched in ITM",4.62195908983085,3.6873382801457
"PWY-5677: succinate fermentation to butanoate","ITM","OTM2","OTM2 vs ITM",2.35248423333333e-06,3.481204e-07,1.8187e-06,0,22,7,-2.00436383333333e-06,-2.75617375016745,2.36451470711432e-05,0.000205428984761299,"PWY-5677","succinate fermentation to butanoate","Enriched in ITM",4.62625798035918,3.6873382801457
"PWY-6305: superpathway of putrescine biosynthesis","ITM","OTM2","OTM2 vs ITM",1.14110096666667e-05,7.24230366666667e-06,1.126695e-05,7.18673e-06,30,30,-4.168706e-06,-0.655898597455058,2.43271166164696e-05,0.000205428984761299,"PWY-6305","superpathway of putrescine biosynthesis","Enriched in ITM",4.61390936298717,3.6873382801457
"PWY3O-4107: NAD salvage pathway V (PNC V cycle)","ITM","OTM2","OTM2 vs ITM",4.1137882e-06,5.330301e-07,2.1246e-06,0,24,12,-3.5807581e-06,-2.94794304473353,2.55541934766008e-05,0.000207788798503566,"PWY3O-4107","NAD salvage pathway V (PNC V cycle)","Enriched in ITM",4.59253782138803,3.68237786813213
"PWY-6936: seleno-amino acid biosynthesis (plants)","ITM","OTM2","OTM2 vs ITM",6.04414466666667e-05,2.63845515e-05,5.073825e-05,2.67873e-05,30,30,-3.40568951666667e-05,-1.19584165085444,2.59735998129458e-05,0.000207788798503566,"PWY-6936","seleno-amino acid biosynthesis (plants)","Enriched in ITM",4.58546785512407,3.68237786813213
"""PWY-7237: myo-, chiro- and scyllo-inositol degradation""","ITM","OTM2","OTM2 vs ITM",3.20918666666667e-05,5.42912133333333e-05,4.89032e-05,5.798065e-05,18,26,2.21993466666667e-05,0.758509179915096,3.22566228962028e-05,0.000251436240011427,"""PWY-7237","myo-, chiro- and scyllo-inositol degradation""","Enriched in OTM2",4.49138110298292,3.59957212640067
"ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)","ITM","OTM2","OTM2 vs ITM",0.000260682633333333,0.000161929146666667,0.0002486475,0.0001422905,30,30,-9.87534866666667e-05,-0.686931447319963,3.36813988124458e-05,0.000255978630974588,"ANAGLYCOLYSIS-PWY","glycolysis III (from glucose)","Enriched in ITM",4.47260988023915,3.59179628795836
"PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)","ITM","OTM2","OTM2 vs ITM",1.99051086666667e-05,1.0807703e-05,2.083375e-05,9.34168e-06,30,30,-9.09740566666667e-06,-0.881072712117901,4.08395345182803e-05,0.000302810207159932,"PWY4LZ-257","superpathway of fermentation (Chlamydomonas reinhardtii)","Enriched in ITM",4.38891921656785,3.51882948967883
"PWY1ZNC-1: assimilatory sulfate reduction IV","ITM","OTM2","OTM2 vs ITM",3.66648366666667e-06,2.4351499e-06,3.377455e-06,2.408975e-06,30,30,-1.23133376666667e-06,-0.59036663407397,5.97055584341916e-05,0.000432154518190339,"PWY1ZNC-1","assimilatory sulfate reduction IV","Enriched in ITM",4.22398523528729,3.36436094207644
"PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis","ITM","OTM2","OTM2 vs ITM",1.44547183333333e-05,9.26231533333333e-06,1.391485e-05,8.6392e-06,30,30,-5.192403e-06,-0.642090122203384,7.19878817481735e-05,0.000508937582591738,"PWY-7323","superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis","Enriched in ITM",4.14274060541379,3.29333547738462
"ORNDEG-PWY: superpathway of ornithine degradation","ITM","OTM2","OTM2 vs ITM",2.16462986666667e-06,8.90679766666667e-07,1.89403e-06,6.535985e-07,27,20,-1.2739501e-06,-1.2810463105002,0.000115206539421955,0.000795972454188052,"ORNDEG-PWY","superpathway of ornithine degradation","Enriched in ITM",3.93852286853204,3.09910196140947
"GLYCOCAT-PWY: glycogen degradation I","ITM","OTM2","OTM2 vs ITM",1.16133799e-05,2.31632343333333e-06,7.03684e-06,1.28081e-06,27,20,-9.29705646666667e-06,-2.32582942903209,0.000175366616893765,0.00115361886649741,"GLYCOCAT-PWY","glycogen degradation I","Enriched in ITM",3.75605307618481,2.93793765003387
"""P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate""","ITM","OTM2","OTM2 vs ITM",4.13078033333333e-05,2.41445226666667e-05,4.53382e-05,2.204775e-05,30,30,-1.71632806666667e-05,-0.774715917951957,0.000178355548438745,0.00115361886649741,"""P461-PWY","hexitol fermentation to lactate, formate, ethanol and acetate""","Enriched in ITM",3.74871337570691,2.93793765003387
"GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)","ITM","OTM2","OTM2 vs ITM",0.000331033133333333,0.0003809795,0.0003210575,0.0003760345,30,30,4.99463666666666e-05,0.202737688575495,0.000178355548438745,0.00115361886649741,"GLYCOGENSYNTH-PWY","glycogen biosynthesis I (from ADP-D-Glucose)","Enriched in OTM2",3.74871337570691,2.93793765003387
"PWY66-399: gluconeogenesis III","ITM","OTM2","OTM2 vs ITM",9.945114e-05,7.706463e-05,0.000105089,6.978135e-05,30,30,-2.238651e-05,-0.367918622329012,0.000253057845560828,0.00160269968855191,"PWY66-399","gluconeogenesis III","Enriched in ITM",3.59678019370016,2.79514784746699
"PWY-5497: purine nucleobases degradation II (anaerobic)","ITM","OTM2","OTM2 vs ITM",7.40233166666667e-06,4.9330968e-06,7.444395e-06,4.981175e-06,30,29,-2.46923486666667e-06,-0.585476425748783,0.000377039564083169,0.00233918423431191,"PWY-5497","purine nucleobases degradation II (anaerobic)","Enriched in ITM",3.42361307536062,2.63093557178038
"""GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation""","ITM","OTM2","OTM2 vs ITM",1.41466746666667e-05,1.979347e-05,1.390635e-05,1.97569e-05,30,30,5.64679533333333e-06,0.484558673176376,0.000398810193846611,0.00242476597858739,"""GLCMANNANAUT-PWY","superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation""","Enriched in OTM2",3.39923374937053,2.6153301700978
"PWY-5656: mannosylglycerate biosynthesis I","ITM","OTM2","OTM2 vs ITM",2.36367053333333e-06,3.931747e-07,1.508615e-06,0,22,11,-1.97049583333333e-06,-2.58748070700462,0.000528615901232891,0.00315096537205488,"PWY-5656","mannosylglycerate biosynthesis I","Enriched in ITM",3.27685977704647,2.50155636953565
"PWY-5265: peptidoglycan biosynthesis II (staphylococci)","ITM","OTM2","OTM2 vs ITM",1.32431703333333e-05,6.48171366666667e-06,1.201935e-05,6.03114e-06,28,22,-6.76145666666667e-06,-1.03078997656018,0.000602542836594887,0.00352255812163165,"PWY-5265","peptidoglycan biosynthesis II (staphylococci)","Enriched in ITM",3.22001207234567,2.45314183237172
"POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II","ITM","OTM2","OTM2 vs ITM",6.52628966666667e-06,4.1670185e-06,6.41358e-06,3.99883e-06,30,28,-2.35927116666667e-06,-0.64723500158167,0.000620156882282792,0.00355712626818809,"POLYAMINSYN3-PWY","superpathway of polyamine biosynthesis II","Enriched in ITM",3.20749843229027,2.4489007182823
"P164-PWY: purine nucleobases degradation I (anaerobic)","ITM","OTM2","OTM2 vs ITM",9.450698e-06,5.69311806666667e-06,8.57689e-06,5.347875e-06,30,29,-3.75757993333333e-06,-0.731191791604365,0.000654864616854614,0.00368664525044079,"P164-PWY","purine nucleobases degradation I (anaerobic)","Enriched in ITM",3.18384847440541,2.43336865061963
"POLYAMSYN-PWY: superpathway of polyamine biosynthesis I","ITM","OTM2","OTM2 vs ITM",6.70770666666667e-06,4.24932793333333e-06,7.21686e-06,3.89935e-06,30,30,-2.45837873333333e-06,-0.658572472175576,0.000691251692584525,0.00382073662810356,"POLYAMSYN-PWY","superpathway of polyamine biosynthesis I","Enriched in ITM",3.1603637922815,2.41785289816699
"PWY-702: L-methionine biosynthesis II","ITM","OTM2","OTM2 vs ITM",2.16561266666667e-05,1.67564016666667e-05,2.052425e-05,1.705375e-05,30,30,-4.899725e-06,-0.370060910556607,0.00090306948957134,0.00490237722910156,"PWY-702","L-methionine biosynthesis II","Enriched in ITM",3.04427883022221,2.30959327361966
"PWY-6606: guanosine nucleotides degradation II","ITM","OTM2","OTM2 vs ITM",7.52017966666667e-06,4.69167783333333e-06,6.618435e-06,4.251555e-06,30,28,-2.82850183333333e-06,-0.680651614329146,0.00105738402482594,0.00563938146573834,"PWY-6606","guanosine nucleotides degradation II","Enriched in ITM",2.97576725529118,2.24876852735492
"CITRULBIO-PWY: L-citrulline biosynthesis","ITM","OTM2","OTM2 vs ITM",2.07689726666667e-05,1.32828686666667e-05,1.832705e-05,1.190555e-05,30,30,-7.486104e-06,-0.644859184969029,0.0013016645094379,0.00682251742877797,"CITRULBIO-PWY","L-citrulline biosynthesis","Enriched in ITM",2.88550093625538,2.16605534620956
"PWY-5840: superpathway of menaquinol-7 biosynthesis","ITM","OTM2","OTM2 vs ITM",2.22573766666667e-06,6.41932e-07,1.94903e-06,0,19,7,-1.58380566666667e-06,-1.79363126812639,0.00135695235156837,0.00694301830931375,"PWY-5840","superpathway of menaquinol-7 biosynthesis","Enriched in ITM",2.86743540201914,2.15845168947145
"PWY-4984: urea cycle","ITM","OTM2","OTM2 vs ITM",1.77885526666667e-05,1.12736386666667e-05,1.55671e-05,1.0072065e-05,30,30,-6.514914e-06,-0.657991213059836,0.00137033256104877,0.00694301830931375,"PWY-4984","urea cycle","Enriched in ITM",2.86317402269656,2.15845168947145
"CENTFERM-PWY: pyruvate fermentation to butanoate","ITM","OTM2","OTM2 vs ITM",1.183998e-05,8.71328233333333e-06,1.219285e-05,8.507075e-06,30,30,-3.12669766666667e-06,-0.442374075394079,0.00144232820319545,0.00718799629133471,"CENTFERM-PWY","pyruvate fermentation to butanoate","Enriched in ITM",2.84093590423635,2.14339215563837
"PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation","ITM","OTM2","OTM2 vs ITM",1.53761276666667e-05,1.13914053333333e-05,1.585135e-05,1.115325e-05,30,30,-3.98472233333333e-06,-0.432743197568588,0.00151779619061312,0.00744209745074818,"PWY-6590","superpathway of Clostridium acetobutylicum acidogenic fermentation","Enriched in ITM",2.8187865415068,2.1283046473963
"PWY-5897: superpathway of menaquinol-11 biosynthesis","ITM","OTM2","OTM2 vs ITM",2.10266333333333e-06,6.39019466666667e-07,1.75561e-06,0,19,7,-1.46364386666667e-06,-1.71812894783829,0.00160707867621486,0.00751618334722026,"PWY-5897","superpathway of menaquinol-11 biosynthesis","Enriched in ITM",2.79396286137631,2.12400263441041
